Unnamed: 0,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_default_on_file_Y,Approval_Status
29,61200,MORTGAGE,2,MEDICAL,F,15000,17.58,1,0.245098039,N,5,0,Approved
30,72000,MORTGAGE,5,HOMEIMPROVEMENT,B,7500,9.76,1,0.104166667,N,9,0,Approved
30,69000,RENT,3,EDUCATION,B,11200,12.42,1,0.162318841,N,6,0,Approved
34,74000,RENT,3,EDUCATION,C,11200,11.66,1,0.151351351,N,10,0,Approved
31,79050,RENT,7,MEDICAL,C,11200,13.99,1,0.141682479,N,8,0,Approved
29,25000,RENT,4,EDUCATION,B,11325,,1,0.453,N,5,0,Approved
31,35000,RENT,1,VENTURE,A,11400,6.91,1,0.325714286,N,8,0,Approved
32,30000,RENT,1,MEDICAL,B,11450,9.99,1,0.381666667,N,6,0,Approved
27,73000,MORTGAGE,0,HOMEIMPROVEMENT,B,10500,11.83,1,0.143835616,N,6,0,Approved
28,22188,RENT,9,EDUCATION,A,11500,8.49,1,0.518298179,N,5,0,Approved
28,25200,RENT,5,PERSONAL,D,11500,14.46,1,0.456349206,Y,6,1,Approved
27,30000,RENT,2,VENTURE,B,11500,10.36,1,0.383333333,N,6,0,Approved
27,30000,RENT,6,VENTURE,B,11500,10.36,1,0.383333333,N,7,0,Approved
30,32000,RENT,15,VENTURE,C,11500,15.23,1,0.359375,N,6,0,Approved
29,32000,RENT,3,MEDICAL,C,11500,14.22,1,0.359375,N,7,0,Approved
27,34928,RENT,1,HOMEIMPROVEMENT,E,11500,16,1,0.32924874,N,5,0,Approved
30,36000,RENT,5,EDUCATION,C,11500,15.27,1,0.319444444,Y,8,1,Approved
28,30000,RENT,0,MEDICAL,D,11500,14.46,1,0.383333333,Y,5,1,Approved
34,74000,MORTGAGE,13,VENTURE,C,10000,15.96,1,0.135135135,Y,10,1,Approved
32,25000,RENT,4,MEDICAL,C,11700,12.68,1,0.468,Y,10,1,Approved
31,35000,RENT,6,MEDICAL,C,11700,13.06,1,0.334285714,N,9,0,Approved
27,44004,RENT,1,EDUCATION,D,11750,15.31,1,0.26702118,Y,8,1,Approved
33,30000,RENT,3,DEBTCONSOLIDATION,B,11975,9.99,1,0.399166667,N,8,0,Approved
30,22452,RENT,2,VENTURE,A,12000,7.29,1,0.534473544,N,5,0,Approved
32,24000,RENT,2,MEDICAL,A,12000,,1,0.5,N,8,0,Approved
28,25000,RENT,1,MEDICAL,B,12000,9.83,1,0.48,N,9,0,Approved
34,25200,RENT,6,PERSONAL,C,12000,13.48,1,0.476190476,N,10,0,Approved
30,25536,RENT,,MEDICAL,C,12000,14.79,1,0.469924812,Y,10,1,Approved
27,26237,RENT,0,VENTURE,C,12000,13.22,1,0.457369364,N,5,0,Approved
32,26400,RENT,12,VENTURE,A,12000,6.17,1,0.454545455,N,9,0,Approved
29,27000,RENT,1,DEBTCONSOLIDATION,D,12000,13.24,1,0.444444444,Y,6,1,Approved
27,28000,RENT,8,MEDICAL,A,12000,7.51,1,0.428571429,N,9,0,Approved
30,28000,RENT,5,PERSONAL,C,12000,14.22,1,0.428571429,N,8,0,Approved
28,28080,RENT,0,DEBTCONSOLIDATION,A,12000,7.88,1,0.427350427,N,5,0,Approved
34,30000,RENT,2,PERSONAL,A,12000,,1,0.4,N,6,0,Approved
28,30000,RENT,4,DEBTCONSOLIDATION,A,12000,6.62,1,0.4,N,7,0,Approved
34,30000,RENT,2,HOMEIMPROVEMENT,A,12000,8.9,1,0.4,N,8,0,Approved
29,30000,RENT,0,PERSONAL,B,12000,10.36,1,0.4,N,7,0,Approved
30,30000,RENT,4,DEBTCONSOLIDATION,D,12000,15.21,1,0.4,Y,6,1,Approved
27,30000,RENT,5,EDUCATION,B,12000,11.36,1,0.4,N,9,0,Approved
31,30000,RENT,4,DEBTCONSOLIDATION,B,12000,10.39,1,0.4,N,9,0,Approved
34,30412,RENT,4,MEDICAL,B,12000,10.38,1,0.394581086,N,5,0,Approved
30,31200,RENT,0,PERSONAL,E,12000,16.45,1,0.384615385,Y,7,1,Approved
29,32000,RENT,3,PERSONAL,A,12000,,1,0.375,N,9,0,Approved
28,32000,RENT,12,DEBTCONSOLIDATION,A,12000,7.88,1,0.375,N,9,0,Approved
28,32400,RENT,3,DEBTCONSOLIDATION,C,12000,14.26,1,0.37037037,N,10,0,Approved
29,32800,RENT,13,MEDICAL,E,12000,16.45,1,0.365853659,N,9,0,Approved
32,33000,RENT,1,EDUCATION,A,12000,6.54,1,0.363636364,N,8,0,Approved
27,33000,RENT,3,MEDICAL,B,12000,10.75,1,0.363636364,N,5,0,Approved
28,33280,RENT,6,PERSONAL,A,12000,7.66,1,0.360576923,N,9,0,Approved
31,34000,RENT,0,MEDICAL,C,12000,13.16,1,0.352941176,Y,9,1,Approved
29,34999,RENT,2,MEDICAL,B,12000,11.58,1,0.342866939,N,10,0,Approved
27,35000,RENT,8,PERSONAL,B,12000,9.91,1,0.342857143,N,8,0,Approved
27,35000,RENT,0,EDUCATION,A,12000,7.29,1,0.342857143,N,6,0,Approved
32,35100,RENT,,EDUCATION,A,12000,5.99,1,0.341880342,N,10,0,Approved
35,36000,RENT,9,MEDICAL,D,12000,16.29,1,0.333333333,N,9,0,Approved
29,36000,RENT,13,MEDICAL,A,12000,7.49,1,0.333333333,N,10,0,Approved
29,36000,RENT,6,VENTURE,A,12000,7.49,1,0.333333333,N,7,0,Approved
28,36000,RENT,2,VENTURE,A,12000,5.42,1,0.333333333,N,10,0,Approved
33,36000,RENT,9,PERSONAL,A,12000,7.29,1,0.333333333,N,6,0,Approved
29,36000,RENT,1,DEBTCONSOLIDATION,B,12000,12.21,1,0.333333333,N,9,0,Approved
30,36400,RENT,2,MEDICAL,B,12000,10.65,1,0.32967033,N,9,0,Approved
28,36888,RENT,5,MEDICAL,C,12000,,1,0.325309044,Y,7,1,Approved
32,37076,RENT,3,PERSONAL,B,12000,12.42,1,0.32365951,N,7,0,Approved
30,37500,RENT,5,EDUCATION,B,12000,,1,0.32,N,6,0,Approved
28,37500,RENT,4,DEBTCONSOLIDATION,C,12000,,1,0.32,N,9,0,Approved
29,37920,RENT,2,PERSONAL,C,12000,13.48,1,0.316455696,Y,10,1,Approved
27,38000,RENT,0,MEDICAL,A,12000,6.62,1,0.315789474,N,10,0,Approved
32,38000,RENT,2,EDUCATION,B,12000,12.42,1,0.315789474,N,6,0,Approved
28,38295,RENT,5,PERSONAL,C,12000,,1,0.313356835,N,7,0,Approved
28,38500,RENT,2,PERSONAL,B,12000,10.75,1,0.311688312,N,5,0,Approved
28,38643,RENT,7,PERSONAL,B,12000,11.58,1,0.310534896,N,8,0,Approved
28,39000,RENT,0,DEBTCONSOLIDATION,C,12000,12.53,1,0.307692308,Y,9,1,Approved
32,62900,MORTGAGE,5,MEDICAL,D,2750,,1,0.043720191,Y,7,1,Approved
34,80000,MORTGAGE,4,HOMEIMPROVEMENT,E,12000,,0,0.15,N,10,0,Approved
28,74000,MORTGAGE,6,VENTURE,E,7000,15.38,1,0.094594595,N,9,0,Approved
28,34000,RENT,0,EDUCATION,D,12000,14.61,1,0.352941176,Y,8,1,Approved
30,34000,RENT,0,DEBTCONSOLIDATION,C,12000,12.87,1,0.352941176,N,6,0,Approved
30,34046,RENT,2,MEDICAL,D,12000,14.96,1,0.352464313,Y,6,1,Approved
32,34310,RENT,2,VENTURE,D,12000,14.96,1,0.349752259,Y,8,1,Approved
32,35830,RENT,,DEBTCONSOLIDATION,A,12000,7.51,1,0.334914876,N,7,0,Approved
27,36000,RENT,2,DEBTCONSOLIDATION,D,12000,14.09,1,0.333333333,Y,10,1,Approved
31,36000,RENT,4,EDUCATION,B,12000,10.36,1,0.333333333,N,8,0,Approved
29,37000,RENT,4,HOMEIMPROVEMENT,A,12000,9.63,1,0.324324324,N,7,0,Approved
29,75000,MORTGAGE,8,PERSONAL,C,12000,13.16,1,0.16,Y,7,1,Approved
33,75000,MORTGAGE,2,DEBTCONSOLIDATION,B,7500,10.08,1,0.1,N,9,0,Approved
29,75840,OWN,5,HOMEIMPROVEMENT,G,25000,21.27,1,0.32964135,N,6,0,Approved
29,76000,MORTGAGE,9,DEBTCONSOLIDATION,D,4400,16.29,1,0.057894737,Y,10,1,Approved
28,40000,RENT,0,DEBTCONSOLIDATION,E,12000,15.57,1,0.3,N,7,0,Approved
32,64600,MORTGAGE,12,MEDICAL,B,25000,11.36,1,0.386996904,N,5,0,Approved
27,42000,RENT,5,DEBTCONSOLIDATION,E,12000,16,1,0.285714286,Y,5,1,Approved
34,76000,MORTGAGE,13,DEBTCONSOLIDATION,E,20000,17.74,1,0.263157895,N,5,0,Approved
29,76000,MORTGAGE,13,HOMEIMPROVEMENT,F,20000,16.08,1,0.263157895,Y,6,1,Approved
30,54000,RENT,1,EDUCATION,A,12000,6.62,1,0.222222222,N,6,0,Approved
30,65144,MORTGAGE,9,MEDICAL,E,5000,16.35,1,0.076753039,Y,6,1,Approved
28,54000,RENT,2,MEDICAL,D,12000,15.31,1,0.222222222,N,7,0,Approved
27,25000,RENT,0,HOMEIMPROVEMENT,D,3000,15.62,1,0.12,N,5,0,Approved
35,25000,RENT,0,VENTURE,D,3000,15.33,1,0.12,N,8,0,Approved
27,25200,RENT,,PERSONAL,D,3000,15.58,1,0.119047619,Y,6,1,Approved
32,27600,RENT,5,MEDICAL,B,3000,11.12,1,0.108695652,N,8,0,Approved
27,78000,MORTGAGE,5,PERSONAL,B,6775,10.59,1,0.086858974,N,5,0,Approved
27,28800,RENT,0,EDUCATION,A,3000,7.88,1,0.104166667,N,7,0,Approved
33,66300,MORTGAGE,3,MEDICAL,D,22000,14.59,1,0.331825038,N,8,0,Approved
29,78132,MORTGAGE,11,DEBTCONSOLIDATION,D,25000,15.33,1,0.319971331,Y,6,1,Approved
29,59000,RENT,4,DEBTCONSOLIDATION,D,12000,16.49,1,0.203389831,Y,9,1,Approved
31,78996,MORTGAGE,2,EDUCATION,B,15600,12.53,1,0.197478353,N,5,0,Approved
33,73000,MORTGAGE,6,DEBTCONSOLIDATION,D,5000,16.29,1,0.068493151,N,9,0,Approved
29,63600,RENT,5,DEBTCONSOLIDATION,B,12000,12.42,1,0.188679245,N,8,0,Approved
28,85000,MORTGAGE,0,EDUCATION,E,24000,19.03,0,0.282352941,N,7,0,Approved
27,73000,MORTGAGE,3,DEBTCONSOLIDATION,B,18000,12.69,1,0.246575342,N,6,0,Approved
29,62050,MORTGAGE,13,MEDICAL,E,3600,17.99,1,0.058017728,N,9,0,Approved
34,66000,RENT,5,DEBTCONSOLIDATION,D,12000,14.3,1,0.181818182,N,6,0,Approved
34,73000,MORTGAGE,6,PERSONAL,D,7500,15.99,1,0.102739726,Y,5,1,Approved
27,73660,RENT,4,HOMEIMPROVEMENT,E,12000,14.18,0,0.162910671,N,7,0,Approved
31,35000,RENT,1,VENTURE,D,3000,14.74,1,0.085714286,Y,9,1,Approved
27,36000,RENT,4,HOMEIMPROVEMENT,D,3000,15.62,1,0.083333333,N,7,0,Approved
35,36000,RENT,2,PERSONAL,D,3000,,1,0.083333333,N,10,0,Approved
33,62050,MORTGAGE,17,MEDICAL,D,20000,,1,0.322320709,Y,8,1,Approved
31,73000,MORTGAGE,4,HOMEIMPROVEMENT,F,16000,19.41,1,0.219178082,Y,6,1,Approved
32,73000,MORTGAGE,7,PERSONAL,C,4750,13.11,1,0.065068493,Y,9,1,Approved
31,73000,MORTGAGE,9,DEBTCONSOLIDATION,E,18000,17.39,1,0.246575342,Y,10,1,Approved
28,69000,RENT,1,VENTURE,D,12000,14.46,1,0.173913043,N,9,0,Approved
35,69000,RENT,1,EDUCATION,B,12000,11.26,1,0.173913043,N,5,0,Approved
29,73000,MORTGAGE,6,EDUCATION,D,21000,13.36,1,0.287671233,Y,7,1,Approved
27,73680,MORTGAGE,11,DEBTCONSOLIDATION,E,10000,17.93,1,0.135722041,Y,6,1,Approved
27,62900,RENT,3,MEDICAL,D,12000,15.95,1,0.190779014,N,9,0,Approved
32,74000,MORTGAGE,16,EDUCATION,B,13650,12.42,1,0.184459459,N,10,0,Approved
27,74000,MORTGAGE,3,PERSONAL,B,25000,11.46,1,0.337837838,N,5,0,Approved
27,74400,MORTGAGE,11,DEBTCONSOLIDATION,D,10000,16,1,0.134408602,Y,6,1,Approved
27,75000,MORTGAGE,11,EDUCATION,B,12000,9.91,1,0.16,N,10,0,Approved
28,75000,MORTGAGE,11,PERSONAL,A,3000,7.9,1,0.04,N,8,0,Approved
30,75000,MORTGAGE,9,HOMEIMPROVEMENT,C,14000,13.79,1,0.186666667,N,8,0,Approved
31,76000,MORTGAGE,9,EDUCATION,C,12000,15.96,1,0.157894737,N,5,0,Approved
30,64600,MORTGAGE,8,MEDICAL,D,8000,15.99,1,0.123839009,Y,6,1,Approved
29,76000,MORTGAGE,4,HOMEIMPROVEMENT,E,20000,,1,0.263157895,Y,8,1,Approved
28,76000,MORTGAGE,12,HOMEIMPROVEMENT,A,5000,8.94,1,0.065789474,N,5,0,Approved
31,76000,MORTGAGE,5,PERSONAL,C,5000,12.41,1,0.065789474,Y,9,1,Approved
28,65450,MORTGAGE,5,MEDICAL,D,15000,16.89,1,0.229182582,N,9,0,Approved
30,76500,RENT,11,MEDICAL,D,12000,17.27,1,0.156862745,N,10,0,Approved
32,77000,MORTGAGE,14,DEBTCONSOLIDATION,B,23000,11.49,1,0.298701299,N,6,0,Approved
34,77000,MORTGAGE,18,EDUCATION,B,15000,11.14,1,0.194805195,N,6,0,Approved
27,77000,MORTGAGE,0,EDUCATION,E,15000,17.74,1,0.194805195,Y,6,1,Approved
32,77400,MORTGAGE,0,DEBTCONSOLIDATION,F,10000,18.43,1,0.129198966,N,6,0,Approved
29,108000,RENT,1,EDUCATION,D,12000,,1,0.111111111,N,9,0,Approved
32,113000,RENT,5,HOMEIMPROVEMENT,D,12000,16.29,1,0.10619469,N,5,0,Approved
33,96053,RENT,3,MEDICAL,E,12000,15.68,1,0.124931028,N,6,0,Approved
32,117000,RENT,0,PERSONAL,E,12000,17.93,1,0.102564103,Y,10,1,Approved
30,117005,RENT,1,VENTURE,E,12000,18.79,1,0.10255972,Y,8,1,Approved
31,100300,RENT,1,MEDICAL,D,12000,14.91,1,0.119641077,Y,7,1,Approved
27,78000,MORTGAGE,2,HOMEIMPROVEMENT,D,35000,17.27,1,0.448717949,Y,5,1,Approved
27,223000,RENT,4,EDUCATION,D,12000,14.96,1,0.053811659,N,6,0,Approved
32,703800,RENT,14,MEDICAL,D,12000,15.33,1,0.017050298,Y,9,1,Approved
33,36000,RENT,5,EDUCATION,B,12200,9.99,1,0.338888889,N,6,0,Approved
27,27996,RENT,0,PERSONAL,B,12250,11.26,1,0.437562509,N,7,0,Approved
28,28800,RENT,1,VENTURE,B,12250,10.59,1,0.425347222,N,9,0,Approved
30,31500,RENT,0,MEDICAL,C,12250,13.85,1,0.388888889,N,5,0,Approved
27,35196,RENT,4,MEDICAL,C,12250,13.23,1,0.348050915,N,7,0,Approved
28,42000,RENT,9,MEDICAL,D,12250,14.59,1,0.291666667,N,10,0,Approved
33,36000,RENT,10,MEDICAL,A,12325,6.54,1,0.342361111,N,10,0,Approved
34,108000,RENT,0,HOMEIMPROVEMENT,D,12350,14.96,1,0.114351852,Y,7,1,Approved
27,35000,RENT,11,MEDICAL,D,12500,15.65,1,0.357142857,Y,8,1,Approved
28,35000,RENT,2,EDUCATION,C,12500,,1,0.357142857,N,10,0,Approved
27,36500,RENT,4,EDUCATION,B,12500,10.25,1,0.342465753,N,8,0,Approved
31,36000,RENT,2,VENTURE,D,2800,16,1,0.077777778,N,9,0,Approved
28,39600,RENT,2,VENTURE,E,2800,16.77,1,0.070707071,Y,7,1,Approved
31,46080,RENT,3,MEDICAL,E,2800,17.56,0,0.060763889,N,10,0,Approved
28,78000,MORTGAGE,4,HOMEIMPROVEMENT,B,24000,10.25,1,0.307692308,N,8,0,Approved
27,66300,MORTGAGE,0,MEDICAL,E,20000,17.56,1,0.301659125,N,8,0,Approved
28,78000,MORTGAGE,12,HOMEIMPROVEMENT,B,24000,11.83,1,0.307692308,N,7,0,Approved
29,16800,RENT,9,HOMEIMPROVEMENT,D,2750,14.84,1,0.163690476,Y,10,1,Approved
33,44000,RENT,3,HOMEIMPROVEMENT,B,2725,12.18,1,0.061931818,N,7,0,Approved
30,15000,RENT,6,EDUCATION,B,2700,12.69,1,0.18,N,5,0,Approved
30,15000,RENT,,HOMEIMPROVEMENT,A,2700,7.29,1,0.18,N,5,0,Approved
28,66300,MORTGAGE,11,MEDICAL,D,12000,14.11,1,0.180995475,N,6,0,Approved
28,78000,MORTGAGE,11,DEBTCONSOLIDATION,E,12000,16.95,1,0.153846154,Y,7,1,Approved
29,78000,MORTGAGE,7,HOMEIMPROVEMENT,A,18000,9.38,1,0.230769231,N,6,0,Approved
30,78111,MORTGAGE,5,PERSONAL,A,25000,7.51,1,0.320057354,N,7,0,Approved
27,78300,MORTGAGE,11,HOMEIMPROVEMENT,B,9000,,1,0.114942529,N,5,0,Approved
31,78305,MORTGAGE,8,PERSONAL,D,10000,14.59,1,0.127705766,Y,7,1,Approved
31,10000,RENT,15,DEBTCONSOLIDATION,A,2650,7.4,1,0.265,N,9,0,Approved
29,15000,RENT,,DEBTCONSOLIDATION,D,2600,16.29,1,0.173333333,N,10,0,Approved
32,67150,MORTGAGE,4,MEDICAL,D,13000,16,1,0.193596426,Y,6,1,Approved
30,79200,MORTGAGE,10,EDUCATION,A,9000,8.49,1,0.113636364,N,8,0,Approved
27,30996,RENT,1,HOMEIMPROVEMENT,D,2600,14.74,1,0.083881791,N,5,0,Approved
33,79200,MORTGAGE,3,HOMEIMPROVEMENT,D,25000,15.58,1,0.315656566,N,5,0,Approved
32,32000,RENT,1,VENTURE,E,2600,,1,0.08125,N,6,0,Approved
28,34000,RENT,0,PERSONAL,D,2600,15.62,1,0.076470588,N,9,0,Approved
35,38420,RENT,0,EDUCATION,C,2575,15.96,1,0.067022384,Y,7,1,Approved
29,92000,MORTGAGE,2,EDUCATION,E,25000,19.42,0,0.27173913,N,8,0,Approved
31,40500,RENT,0,MEDICAL,C,12500,13.61,1,0.308641975,N,7,0,Approved
34,14400,RENT,2,PERSONAL,B,2500,10,1,0.173611111,N,5,0,Approved
28,92000,MORTGAGE,11,EDUCATION,F,25000,19.29,0,0.27173913,Y,9,1,Approved
27,14400,RENT,3,EDUCATION,F,2500,18.3,1,0.173611111,N,7,0,Approved
28,68000,MORTGAGE,12,MEDICAL,F,24500,18.3,1,0.360294118,Y,6,1,Approved
29,15889,RENT,,HOMEIMPROVEMENT,A,2500,6.62,1,0.157341557,N,9,0,Approved
27,18000,RENT,2,PERSONAL,D,2500,14.74,1,0.138888889,N,8,0,Approved
27,68255,MORTGAGE,6,MEDICAL,E,17500,17.93,1,0.256391473,Y,10,1,Approved
29,81000,MORTGAGE,5,DEBTCONSOLIDATION,E,12000,,1,0.148148148,Y,9,1,Approved
27,54000,RENT,1,HOMEIMPROVEMENT,F,12750,,1,0.236111111,Y,7,1,Approved
27,35000,RENT,4,EDUCATION,B,12800,10,1,0.365714286,N,7,0,Approved
30,30000,RENT,14,MEDICAL,C,12800,14.79,1,0.426666667,Y,9,1,Approved
30,38000,RENT,0,MEDICAL,A,12800,5.79,1,0.336842105,N,8,0,Approved
30,70125,MORTGAGE,2,MEDICAL,D,25000,15.33,1,0.356506239,Y,9,1,Approved
34,69000,RENT,0,VENTURE,D,12800,15.7,1,0.185507246,N,5,0,Approved
27,80000,RENT,8,HOMEIMPROVEMENT,F,12800,18.67,0,0.16,Y,6,1,Approved
30,44500,RENT,2,MEDICAL,E,13000,16.32,1,0.292134831,N,6,0,Approved
31,46000,RENT,1,VENTURE,D,13000,14.59,1,0.282608696,N,9,0,Approved
31,70550,MORTGAGE,9,MEDICAL,F,18000,19.74,1,0.2551382,Y,10,1,Approved
28,54000,RENT,2,EDUCATION,C,13000,15.23,1,0.240740741,N,9,0,Approved
27,61000,RENT,7,PERSONAL,B,13000,10.59,1,0.213114754,N,8,0,Approved
34,66996,RENT,4,DEBTCONSOLIDATION,D,13000,15.2,1,0.194041435,Y,9,1,Approved
35,83234,MORTGAGE,19,DEBTCONSOLIDATION,D,10000,18.25,1,0.120143211,Y,9,1,Approved
31,144000,RENT,0,EDUCATION,G,13000,21.21,1,0.090277778,N,6,0,Approved
30,33736,RENT,5,MEDICAL,C,13600,13.57,1,0.403130187,Y,9,1,Approved
28,84000,MORTGAGE,1,DEBTCONSOLIDATION,D,3000,15.99,1,0.035714286,Y,6,1,Approved
27,44000,RENT,5,EDUCATION,B,13650,10.65,1,0.310227273,N,5,0,Approved
28,57936,RENT,2,MEDICAL,D,13650,14.42,1,0.235604805,N,10,0,Approved
32,30000,RENT,1,DEBTCONSOLIDATION,C,13750,12.73,1,0.458333333,Y,9,1,Approved
29,42000,RENT,0,PERSONAL,B,13750,11.36,1,0.327380952,N,8,0,Approved
33,33036,RENT,4,VENTURE,C,13800,13.47,1,0.417726117,Y,5,1,Approved
27,51600,RENT,2,VENTURE,C,13800,13.57,1,0.26744186,Y,6,1,Approved
29,84000,MORTGAGE,6,DEBTCONSOLIDATION,D,8000,14.96,1,0.095238095,N,5,0,Approved
30,23000,RENT,5,VENTURE,A,14000,7.88,1,0.608695652,N,6,0,Approved
28,41400,RENT,2,DEBTCONSOLIDATION,C,14000,13.48,1,0.338164251,N,6,0,Approved
27,42000,RENT,0,DEBTCONSOLIDATION,B,14000,9.88,1,0.333333333,N,5,0,Approved
33,42000,RENT,12,VENTURE,D,14000,15.7,1,0.333333333,Y,8,1,Approved
27,84000,MORTGAGE,5,PERSONAL,C,20000,12.29,1,0.238095238,Y,8,1,Approved
31,84000,MORTGAGE,3,HOMEIMPROVEMENT,G,25000,17.34,1,0.297619048,Y,5,1,Approved
28,42900,RENT,3,PERSONAL,B,14000,11.14,1,0.326340326,N,5,0,Approved
35,84000,MORTGAGE,0,DEBTCONSOLIDATION,C,20000,11.54,1,0.238095238,Y,6,1,Approved
28,37000,RENT,0,DEBTCONSOLIDATION,D,14000,14.42,1,0.378378378,N,10,0,Approved
29,43738,RENT,1,MEDICAL,A,14000,7.88,1,0.320087796,N,6,0,Approved
28,44049,RENT,3,VENTURE,B,14000,,1,0.317827874,N,8,0,Approved
29,45000,RENT,9,PERSONAL,B,14000,12.69,1,0.311111111,N,5,0,Approved
28,39000,RENT,6,EDUCATION,A,14000,7.9,1,0.358974359,N,8,0,Approved
31,45000,RENT,5,MEDICAL,A,14000,7.91,1,0.311111111,N,5,0,Approved
31,45000,RENT,1,MEDICAL,C,14000,13.06,1,0.311111111,N,6,0,Approved
27,45000,RENT,1,EDUCATION,B,14000,9.76,1,0.311111111,N,9,0,Approved
27,72250,MORTGAGE,11,MEDICAL,D,10000,14.83,1,0.138408304,Y,6,1,Approved
31,72250,OTHER,6,MEDICAL,F,25000,17.03,1,0.346020761,Y,5,1,Approved
28,44000,RENT,7,DEBTCONSOLIDATION,F,14000,19.04,1,0.318181818,N,10,0,Approved
34,44000,RENT,3,DEBTCONSOLIDATION,D,14000,15.65,1,0.318181818,Y,7,1,Approved
35,47400,RENT,2,PERSONAL,D,14000,14.42,1,0.29535865,N,7,0,Approved
32,86000,MORTGAGE,6,DEBTCONSOLIDATION,E,15000,16.4,1,0.174418605,Y,5,1,Approved
27,86000,MORTGAGE,4,HOMEIMPROVEMENT,C,20000,13.43,1,0.23255814,N,5,0,Approved
33,86000,MORTGAGE,6,DEBTCONSOLIDATION,C,3600,13.98,1,0.041860465,N,5,0,Approved
27,48000,RENT,9,DEBTCONSOLIDATION,C,14000,13.79,1,0.291666667,N,10,0,Approved
31,73100,MORTGAGE,0,MEDICAL,E,16000,,1,0.218878249,Y,6,1,Approved
27,86260,MORTGAGE,11,EDUCATION,C,18000,13.72,1,0.208671458,Y,7,1,Approved
30,74797,MORTGAGE,14,MEDICAL,E,4800,18.79,1,0.064173697,Y,7,1,Approved
31,74797,MORTGAGE,1,MEDICAL,D,10000,15.58,1,0.133695202,Y,6,1,Approved
29,74797,MORTGAGE,2,MEDICAL,D,15000,15.33,1,0.200542803,Y,10,1,Approved
27,56500,RENT,2,HOMEIMPROVEMENT,D,14000,13.87,1,0.247787611,N,8,0,Approved
27,88000,MORTGAGE,11,HOMEIMPROVEMENT,A,5000,8.9,1,0.056818182,N,9,0,Approved
32,69000,RENT,2,HOMEIMPROVEMENT,D,14000,,1,0.202898551,Y,6,1,Approved
29,88000,MORTGAGE,6,DEBTCONSOLIDATION,E,16000,16.45,1,0.181818182,N,8,0,Approved
30,110400,RENT,1,VENTURE,D,14000,16.89,1,0.126811594,N,6,0,Approved
35,138000,RENT,2,PERSONAL,A,14000,7.9,1,0.101449275,N,8,0,Approved
35,30000,RENT,4,MEDICAL,C,14125,12.99,1,0.470833333,Y,10,1,Approved
28,30000,RENT,0,DEBTCONSOLIDATION,D,14125,14.74,1,0.470833333,N,10,0,Approved
27,31897,RENT,8,MEDICAL,C,14125,12.68,1,0.442831614,N,10,0,Approved
33,34800,RENT,17,HOMEIMPROVEMENT,B,14125,10.37,1,0.405890805,N,8,0,Approved
30,36500,RENT,5,EDUCATION,A,14125,8.9,1,0.386986301,N,7,0,Approved
27,39000,RENT,5,EDUCATION,A,14125,8.49,1,0.362179487,N,5,0,Approved
29,40000,RENT,3,MEDICAL,B,14150,12.69,1,0.35375,N,7,0,Approved
33,88296,MORTGAGE,0,DEBTCONSOLIDATION,E,15000,15.88,1,0.16988312,N,8,0,Approved
32,30000,RENT,5,EDUCATION,C,14300,13.49,1,0.476666667,N,8,0,Approved
27,30000,RENT,0,MEDICAL,B,14300,10.39,1,0.476666667,N,6,0,Approved
30,31800,RENT,2,VENTURE,B,14400,10.75,1,0.452830189,N,7,0,Approved
29,36000,RENT,0,MEDICAL,B,14400,10.62,1,0.4,N,6,0,Approved
27,88970,MORTGAGE,5,DEBTCONSOLIDATION,B,20000,11.99,1,0.224794875,N,6,0,Approved
31,38000,RENT,15,VENTURE,A,14400,8.94,1,0.378947368,N,7,0,Approved
30,43000,RENT,2,DEBTCONSOLIDATION,A,14400,6.99,1,0.334883721,N,10,0,Approved
27,75905,OWN,0,MEDICAL,F,18000,17.26,1,0.237138528,N,8,0,Approved
29,44500,RENT,3,VENTURE,C,14400,13.61,1,0.323595506,Y,10,1,Approved
29,45000,RENT,14,PERSONAL,A,14400,7.29,1,0.32,N,9,0,Approved
33,102000,MORTGAGE,17,VENTURE,E,35000,,0,0.343137255,Y,8,1,Approved
32,28800,RENT,4,PERSONAL,E,14500,16.7,1,0.503472222,N,10,0,Approved
30,30000,RENT,1,PERSONAL,B,14500,,1,0.483333333,N,8,0,Approved
34,31000,RENT,5,MEDICAL,A,14500,7.88,1,0.467741935,N,10,0,Approved
35,32000,RENT,4,MEDICAL,A,14500,6.17,1,0.453125,N,9,0,Approved
27,35000,RENT,4,DEBTCONSOLIDATION,C,14500,13.98,1,0.414285714,Y,8,1,Approved
28,30000,RENT,1,MEDICAL,B,14500,11.14,1,0.483333333,N,8,0,Approved
30,40581,RENT,14,VENTURE,C,14500,13.23,1,0.357310071,N,10,0,Approved
32,79050,MORTGAGE,10,MEDICAL,F,24000,18.62,1,0.303605313,Y,8,1,Approved
33,79050,MORTGAGE,17,MEDICAL,D,12750,15.95,1,0.161290323,N,10,0,Approved
28,76113,RENT,,HOMEIMPROVEMENT,C,14500,12.61,1,0.190506221,N,7,0,Approved
31,40000,RENT,2,DEBTCONSOLIDATION,C,14600,,1,0.365,Y,5,1,Approved
